Latitude,Longitude
"33,880499","-84,3799249"
"33,88847865","-84,38252705"
"33,83633804","-84,38291931"
"33,83683","-84,38302"
"33,83443","-84,38367"
"33,75531","-84,39085"
"34,22977178","-84,49130695"
"33,85719353","-84,59925689"
"44,83290423","-92,96021719"
"44,900166","-93,139236"
"44,8328922","-93,1529743"
"44,86470133","-93,16042258"
"44,90041","-93,17406"
"44,73254","-93,20586"
"44,88262788","-93,20608141"
"44,87967906","-93,20666134"
"44,790768","-93,214692"
"44,8148704","-93,2147563"
"44,81595324","-93,21524743"
"44,7903842","-93,216285"
"44,85374767","-93,2427814"
"44,85543497","-93,24337629"
"44,90617355","-93,28803454"
"44,8416223","-93,3086451"
"44,74630065","-93,3299155"
"33,15172","-111,56304"
"33,45032883","-111,7181625"
"33,39441","-111,71878"
"33,382265","-111,722013"
"33,3653653","-111,7223535"
"33,4237","-111,73379"
"33,4229","-111,73661"
"33,38395611","-111,7398031"
"33,41557636","-111,7445847"
"33,34934412","-111,7571624"
"33,34937677","-111,7572198"
"33,41486","-111,77187"
"33,35621","-111,78939"
"33,36533","-111,7896451"
"33,32981","-111,78998"
"33,35558882","-111,7901027"
"33,3603","-111,79018"
"33,39903259","-111,7972412"
"33,45118","-111,80298"
"33,40761","-111,80494"
"33,39396907","-111,805328"
"33,39469045","-111,805505"
"33,4002105","-111,8055652"
"33,40814","-111,81489"
"33,34923554","-111,8212204"
"33,42269898","-111,8232727"
"33,4356117","-111,8239609"
"33,39232","-111,82418"
"33,354705","-111,826469"
"33,41704178","-111,831459"
"33,36236984","-111,8376721"
"33,43082","-111,8384"
"33,42210007","-111,8387909"
"33,38860703","-111,8395081"
"33,42499","-111,83997"
"33,36381149","-111,840126"
"33,41864","-111,84037"
"33,38921","-111,8404"
"33,38924663","-111,8410402"
"33,39287281","-111,8422794"
"33,36478","-111,84241"
"33,3935186","-111,8466615"
"33,42186","-111,84864"
"33,43595886","-111,8493423"
"33,3933349","-111,8541071"
"33,42181","-111,85556"
"33,39029356","-111,8589821"
"33,38971489","-111,8606834"
"33,39913","-111,86563"
"33,39362335","-111,8683472"
"33,43272951","-111,8710758"
"33,39358902","-111,8717957"
"33,40871","-111,87257"
"33,40713882","-111,872612"
"33,37878487","-111,8745648"
"33,3841448","-111,8750521"
"33,40565491","-111,8752441"
"33,413158","-111,875778"
"33,39084","-111,87721"
"33,431754","-111,879024"
"33,413063","-111,888"
"33,4221907","-111,9034617"
"33,42744939","-111,9070051"
"33,3782951","-111,90753"
"33,3960099","-111,90955"
"33,37914333","-111,9098795"
"33,4072952","-111,9105682"
"33,51048227","-111,9115363"
"33,4077049","-111,9168809"
"33,49974694","-111,9199463"
"33,4931641","-111,9208139"
"33,50085","-111,92093"
"33,50237","-111,92338"
"33,42537689","-111,9401245"
"33,4481878","-111,995392"
"33,40028","-112,0008"
"33,6554","-112,03042"
"33,6088111","-112,0669661"
"33,61739","-112,12142"
"33,64844894","-112,2499619"
"33,59404","-112,3009"
"33,43527985","-112,3469696"
"37,3148","-121,91935"
"37,39448","-121,92574"
"37,29952361","-121,9311261"
"37,28841","-121,93338"
"37,28804278","-121,9339053"
"37,35706278","-121,9342197"
"37,28808594","-121,9490814"
"37,2845764","-121,9498244"
"37,30851","-121,95049"
"37,286438","-121,953079"
"37,297846","-121,95486"
"37,22388","-121,98135"
"37,31680298","-121,9815445"
"37,22685","-121,98412"
"37,35203","-121,9862"
"37,339238","-121,994289"
"37,33903667","-121,9943858"
"37,2924605","-121,9963116"
"37,33891","-122,00688"
"37,32374497","-122,0096775"
"37,2658308","-122,0125079"
"37,31152631","-122,0231965"
"37,29537","-122,03138"
"37,35175","-122,03183"
"37,3664195","-122,0367032"
"37,35065","-122,04952"
"37,37285","-122,05012"
